Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B,sheet_name,data
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",0.6,0.24,0.4414,0.0333,0.4081,0.4747,1070.349695,101.5785,443.5,,,DI_SPREAD,20240927
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%",1.4535,1.25,1.3508,0.04,1.3108,1.391,1033.24113,101.8264,774.79,,,DI_SPREAD,20240927
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%",0.8375,0.6,0.7242,0.0244,0.6998,0.7486,1058.155891,101.4416,799.91,,,DI_SPREAD,20240927
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%",0.75,0.3282,0.5669,0.0753,0.4916,0.6423,1046.802569,101.3516,890.97,0.1,,DI_SPREAD,20240927
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",0.85,0.4264,0.6195,0.0672,0.5523,0.6868,1079.863723,102.4111,698.57,,,DI_SPREAD,20240927
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",0.8541,0.352,0.6685,0.1446,0.5239,0.8132,1052.319096,101.8407,1077.17,,,DI_SPREAD,20240927
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",0.908,0.75,0.8079,0.0113,0.7966,0.8194,511.158323,100.8107,320.69,,,DI_SPREAD,20240927
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%",1.1016,0.8133,0.9851,0.047,0.9381,1.0322,1058.300013,102.114,805.06,,,DI_SPREAD,20240927
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%",1.05,0.812,0.9629,0.0626,0.9004,1.0256,1018.561302,100.315,919.3,,,DI_SPREAD,20240927
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),20/01/2026,"DI + 1,5%",1.2044,1,1.1083,0.0161,1.0922,1.1244,504.70391,100.4721,307.02,0.1,,DI_SPREAD,20240927
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%",0.9514,0.6987,0.8235,0.0418,0.7817,0.8654,1.056942,101.2415,546.32,,,DI_SPREAD,20240927
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%",0.6864,0.4625,0.5229,0.0892,0.4336,0.6122,1050.816967,101.5339,734.6,,,DI_SPREAD,20240927
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%",1.05,0.8266,0.9599,0.0713,0.8886,1.0314,1061.8578,100.7495,442.85,,,DI_SPREAD,20240927
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",0.9588,0.7,0.8338,0.0465,0.7873,0.8805,1054.510481,101.0921,799.4,,,DI_SPREAD,20240927
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",1.0717,0.78,0.8822,0.0917,0.7904,0.974,1013.493143,101.0328,879.11,0.1,,DI_SPREAD,20240927
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.15,0.9,1.0377,0.0898,0.9478,1.1276,1069.219016,101.3784,696.57,,,DI_SPREAD,20240927
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.5139,1.2444,1.3955,0.0301,1.3654,1.4257,1064.399192,100.8568,768.05,,,DI_SPREAD,20240927
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.7435,0.2607,0.5104,0.0516,0.4588,0.5621,1057.048832,101.1567,860.17,,,DI_SPREAD,20240927
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",1.0544,0.8051,0.9009,0.1337,0.7673,1.0347,1037.944299,103.3316,527.7,0.05,,DI_SPREAD,20240927
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.8016,0.0021,0.7996,0.8038,1003.823787,99.9944,881.76,0.1,,DI_SPREAD,20240927
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.5,1.2,1.3577,0.0172,1.3405,1.375,897.619846,101.4753,586.14,,,DI_SPREAD,20240927
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.3569,1.761,2.0145,0.2939,1.7206,2.3085,1040.756549,100.0626,48,0.05,,DI_SPREAD,20240927
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",1.045,0.6481,0.8334,0.045,0.7884,0.8785,1.081382,102.4802,767.87,,,DI_SPREAD,20240927
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",1.0058,0.6706,0.8227,0.0352,0.7875,0.8581,1010.091861,100.7857,876.39,,,DI_SPREAD,20240927
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.062,0.7351,0.9423,0.0619,0.8804,1.0043,1017.413437,100.2088,920.05,,,DI_SPREAD,20240927
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.5378,0.3018,0.4292,0.0289,0.4002,0.4582,1009.532776,100.7269,238.73,0.05,,DI_SPREAD,20240927
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.6,1.1,1.3668,0.0442,1.3226,1.4111,1048.05129,100.6117,360.71,,,DI_SPREAD,20240927
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",0.8946,0.3287,0.7525,0.3291,0.4234,1.0817,449.871871,101.3557,187.21,0.05,,DI_SPREAD,20240927
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",1.061,0.4721,0.7486,0.0987,0.6499,0.8474,1068.568926,102.2592,633.42,0.1,,DI_SPREAD,20240927
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,--,0.7924,0.0365,0.7559,0.8291,1025.089063,100.6682,1074.98,,,DI_SPREAD,20240927
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",2.0488,1.5846,1.85,0.0445,1.8055,1.8946,1112.241129,105.4111,835.53,,,DI_SPREAD,20240927
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.928,0.234,0.5864,0.0518,0.5345,0.6383,1051.529261,101.7349,573.67,,,DI_SPREAD,20240927
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.5082,1.3303,1.4045,0.0211,1.3834,1.4258,1053.274332,100.6448,255.47,0.15,,DI_SPREAD,20240927
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.729,0.3975,0.5788,0.0983,0.4805,0.6773,1020.249771,100.6866,785.25,,,DI_SPREAD,20240927
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",--,--,8.2592,4.3961,3.8631,12.6553,921.755024,87.9074,508.64,,,DI_SPREAD,20240927
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.7061,0.41,0.5548,0.0248,0.5301,0.5797,1048.645287,101.4617,476.96,,,DI_SPREAD,20240927
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.0406,0.7601,0.9033,0.0173,0.886,0.9207,1033.097972,100.6829,300.97,0.1,,DI_SPREAD,20240927
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.4133,1.0458,1.2613,0.0453,1.216,1.3067,1042.539673,100.1928,554.52,,,DI_SPREAD,20240927
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.6653,1.25,1.4825,0.0337,1.4487,1.5163,1045.22138,100.3632,789.79,,,DI_SPREAD,20240927
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.2807,1.8716,2.0826,0.0549,2.0277,2.1376,1068.915063,101.5465,355.48,0.1,,DI_SPREAD,20240927
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.7744,1.4558,1.6239,0.1705,1.4533,1.7945,1064.925427,101.2098,536.42,,,DI_SPREAD,20240927
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.7361,0.5205,0.636,0.0264,0.6096,0.6625,1068.066725,102.6494,800.49,,,DI_SPREAD,20240927
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",0.7904,0.4579,0.6165,0.012,0.6044,0.6286,887.593749,99.9226,421.97,,,DI_SPREAD,20240927
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.7686,0.688,0.7277,0.0096,0.7181,0.7373,1063.194735,100.881,342.73,,,DI_SPREAD,20240927
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9612,0.4604,0.6953,0.0442,0.6511,0.7396,1050.431394,102.5281,904.38,0.15,,DI_SPREAD,20240927
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.3834,1.1492,1.2706,0.0362,1.2343,1.3069,1040.173209,100.5198,276.82,0.1,,DI_SPREAD,20240927
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.6216,0.2474,0.4556,0.0833,0.3723,0.539,523.918658,100.4411,148.24,,,DI_SPREAD,20240927
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",0.7704,0.5615,0.6602,0.0379,0.6223,0.6982,1031.877326,99.7604,1010.39,,,DI_SPREAD,20240927
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.75,0.4892,0.6148,0.0368,0.578,0.6517,1057.952689,101.3535,459.59,,,DI_SPREAD,20240927
CPLD28,COPEL DISTRIBUICAO S/A (*),15/06/2027,DI + 2%,1.2011,0.9,1.0603,0.0199,1.0403,1.0803,1053.79224,101.7626,476.33,0.1,,DI_SPREAD,20240927
CPLD38,COPEL DISTRIBUICAO S/A (*),15/06/2028,"DI + 2,25%",1.287,0.8815,1.0913,0.0232,1.0682,1.1146,1071.102376,103.3599,732.7,0.1,,DI_SPREAD,20240927
CPTE12,CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*),15/07/2031,"DI + 1,7%",1.1171,0.8008,0.9702,0.189,0.7812,1.1593,840.724607,102.1448,745.99,,,DI_SPREAD,20240927
CRFB16,ATACADAO S.A. (*) (**),12/01/2026,"DI + 1,2%",0.9,0.5925,0.7549,0.0127,0.7422,0.7677,1030.870252,100.5286,301.42,,,DI_SPREAD,20240927
CRFB26,ATACADAO S.A. (*) (**),11/01/2027,"DI + 1,35%",1.127,0.7441,0.9165,0.052,0.8645,0.9686,1034.55002,100.8536,499.9,,,DI_SPREAD,20240927
CRNP11,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*) (**),30/09/2025,"DI + 2,5%",1.9942,1.3195,1.7028,0.2662,1.4366,1.9691,1066.883921,100.716,230.32,,,DI_SPREAD,20240927
CSAN13,COSAN S.A. (*) (**),15/08/2028,"DI + 1,65%",0.9523,0.7985,0.8747,0.0491,0.8256,0.9239,1036.00417,102.1358,696.61,,,DI_SPREAD,20240927
CSAN14,COSAN S.A. (*),05/05/2028,"DI + 1,5%",0.9869,0.6949,0.8242,0.0772,0.747,0.9015,1067.657995,101.904,712.61,,,DI_SPREAD,20240927
CSAN15,COSAN S.A. (*),20/04/2028,"DI + 2,4%",1.4236,1.1516,1.2752,0.0481,1.2271,1.3233,1088.742494,103.0813,694.31,,,DI_SPREAD,20240927
CSAN16,COSAN S.A. (*),20/06/2028,"DI + 2,4%",1.5457,1.2543,1.3986,0.0497,1.3489,1.4483,1065.148433,102.8912,732.59,0.1,,DI_SPREAD,20240927
CSAN18,COSAN S.A. (*),21/01/2031,"DI + 1,8%",1.2979,1.1,1.2069,0.0288,1.1782,1.2358,1047.616851,102.4041,1027.5,0.35,,DI_SPREAD,20240927
CSAN23,COSAN S.A. (*),15/08/2031,DI + 2%,1.3365,1.1,1.2118,0.0434,1.1684,1.2553,1047.593562,103.2347,1038.2,0.15,,DI_SPREAD,20240927
CSAN24,COSAN S.A. (*),05/05/2032,"DI + 1,9%",1.3828,1.1049,1.2291,0.06,1.169,1.2892,1079.518502,102.8705,1084.46,,,DI_SPREAD,20240927
CSANA0,COSAN S.A. (*),28/06/2029,DI + 1%,0.9993,0.7342,0.8477,0.0882,0.7596,0.936,1033.640502,100.4958,826.33,,,DI_SPREAD,20240927
CSANB0,COSAN S.A. (*),28/06/2034,"DI + 1,5%",1.497,1.2032,1.3508,0.1257,1.2251,1.4766,1037.759713,100.7679,1312.26,0.15,,DI_SPREAD,20240927
CSMGA5,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),16/12/2025,"DI + 1,75%",0.8212,0.5526,0.6774,0.1416,0.5358,0.8192,389.030715,100.7233,171.54,,,DI_SPREAD,20240927
CSMGA7,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),16/12/2029,"DI + 1,3%",0.7525,0.5138,0.6347,0.0445,0.5903,0.6793,1021.357677,101.7231,654.84,0.05,,DI_SPREAD,20240927
CSMGA8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"DI + 1,2%",1.0663,0.4116,0.8097,0.2609,0.5489,1.0707,1016.025065,101.1955,776.16,,,DI_SPREAD,20240927
CSMGA9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"DI + 0,9%",0.7697,0.4493,0.6152,0.1163,0.4989,0.7316,1034.765424,101.1926,1059.26,,,DI_SPREAD,20240927
CSMGB6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2026,"DI + 1,3%",0.7211,0.4894,0.6277,0.0547,0.573,0.6825,622.030201,100.6714,253.51,,,DI_SPREAD,20240927
CSNAA1,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),10/11/2028,"DI + 1,65%",3.5094,3.0497,3.2343,0.0598,3.1745,3.2941,1001.940967,95.7515,704.43,0.15,,DI_SPREAD,20240927
CSNAA2,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),20/12/2027,"DI + 2,5%",3.5149,3.0971,3.2596,0.0717,3.1878,3.3314,1018.494891,98.3575,564.5,0.4,,DI_SPREAD,20240927
CSRNA2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2031,"DI + 0,96%",--,--,1.02,0.0222,0.9978,1.0423,1001.387933,99.7462,1077.79,,,DI_SPREAD,20240927
CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/11/2028,"DI + 2,83%",0.5488,0.35,0.4481,0.0294,0.4187,0.4776,1112.035759,105.9519,625.69,,,DI_SPREAD,20240927
CTEEA2,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/04/2029,"DI + 1,55%",0.581,0.2657,0.4365,0.0819,0.3546,0.5185,1087.141201,103.073,694.15,0.05,,DI_SPREAD,20240927
CTNS19,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*) (**),15/02/2025,"DI + 1,4%",0.9262,0.2578,0.6338,0.0413,0.5926,0.6752,1016.997878,100.2924,97,,,DI_SPREAD,20240927
CTNS25,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*) (**),10/06/2026,"DI + 1,15%",1.1816,0.8675,1.0152,0.0822,0.933,1.0974,1037.357458,100.2023,381.91,,,DI_SPREAD,20240927
CTTP11,CAP TC TORRES E PARTICIPACOES S.A. (*) (**),15/01/2026,"DI + 5,5%",5.613,5.0022,5.3894,0.1354,5.254,5.5249,1107.132962,100.1358,326,0.15,,DI_SPREAD,20240927
CVCB14,CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A.,30/11/2026,"DI + 5,5%",6.4809,5.3411,5.8266,0.1289,5.6977,5.9555,1.048716,99.6089,319.14,,,DI_SPREAD,20240927
DASAA2,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),25/11/2024,"DI + 1,2%",2.2737,0.6625,1.4102,0.3434,1.0668,1.7537,519.598908,99.9679,39,,,DI_SPREAD,20240927
DASAA4,DIAGNÓSTICOS DA AMÉRICA S/A (*),20/10/2025,"DI + 2,1%",3.5595,2.99,3.33,0.3085,3.0215,3.6386,1048.350287,99.3865,129.15,0.1,,DI_SPREAD,20240927
DASAA5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2026,"DI + 1,6%",4.2386,3.511,3.8996,0.0952,3.8044,3.995,1008.363386,96.0718,450.21,,,DI_SPREAD,20240927
DASAA6,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/04/2027,"DI + 1,6%",4.2215,3.6912,3.9665,0.0955,3.871,4.0621,1011.135907,96.0678,437.54,0.1,,DI_SPREAD,20240927
DASAA8,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/10/2027,"DI + 1,6%",4.7189,3.8423,4.3276,0.9231,3.4045,5.2508,986.406202,93.7183,613.94,0.15,,DI_SPREAD,20240927
DASAB4,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/10/2027,"DI + 2,4%",4.2785,3.1824,3.5692,0.5151,3.0541,4.0845,1031.48735,97.6604,524.36,,,DI_SPREAD,20240927
DASAB5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2028,"DI + 1,7%",4.9285,4.0068,4.4631,0.0228,4.4403,4.486,967.125505,92.1048,766.64,,,DI_SPREAD,20240927
DASAC5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2031,"DI + 2,05%",4.9166,4.2415,4.5397,0.0628,4.477,4.6026,946.354916,89.9965,1081.68,,,DI_SPREAD,20240927
DESK13,DESKTOP S/A (*) (**),17/11/2028,"DI + 2,6%",1.4765,1.15,1.3284,0.05,1.2784,1.3785,1070.429037,102.1758,437.71,,,DI_SPREAD,20240927
DESK15,DESKTOP S/A (*) (**),27/11/2028,"DI + 2,3%",1.505,1.1433,1.3177,0.0269,1.2908,1.3447,1070.629833,102.2573,584.49,,,DI_SPREAD,20240927
DESK16,DESKTOP S/A (*),17/06/2030,"DI + 1,6%",1.5959,1.2486,1.4169,0.0253,1.3916,1.4422,1031.45628,100.6335,882.81,,,DI_SPREAD,20240927
DIRR18,DIRECIONAL ENGENHARIA S/A (*) (**),15/10/2026,"DI + 1,65%",1.0076,0.7831,0.8982,0.0454,0.8527,0.9437,1065.882663,101.0112,341.89,,,DI_SPREAD,20240927
EBENA2,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),20/07/2026,"DI + 1,25%",0.5306,0.2711,0.4103,0.0321,0.3782,0.4425,688.1275,101.0027,302.18,,,DI_SPREAD,20240927
EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),20/12/2026,"DI + 1,38%",0.6546,0.5623,0.6021,0.0635,0.5386,0.6658,1041.117189,100.8539,278.77,,,DI_SPREAD,20240927
EBENA4,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),25/05/2027,"DI + 1,2%",0.6576,0.5581,0.5888,0.0104,0.5784,0.5993,1048.635311,100.8758,363.24,,,DI_SPREAD,20240927
EBENA5,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),15/09/2028,"DI + 1,25%",0.6122,0.4205,0.5448,0.0154,0.5293,0.5603,1021.729218,101.7619,630.63,,,DI_SPREAD,20240927
EBENA7,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),20/06/2028,"DI + 0,68%",0.6,0.145,0.4504,0.1236,0.3268,0.5741,1034.366795,100.6066,667.8,,,DI_SPREAD,20240927
ECOS15,EMPRESA CONCESSINÁRIA DE RODOVIAS DO SUL S.A. - ECOSUL (*) (**),15/05/2025,"DI + 2,2%",2.0613,1.6157,1.9072,0.157,1.7502,2.0643,1048.961324,100.1766,155,,,DI_SPREAD,20240927
ECOV15,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*) (**),28/03/2025,DI + 2%,1.3,0.5234,0.8927,0.1496,0.7431,1.0425,1067.880038,100.5069,116.74,,,DI_SPREAD,20240927
ECRD13,ECORIOMINAS CONCESSIONARIA DE RODOVIAS S.A. (*) (**),11/03/2025,"DI + 0,4%",0.55,0.35,0.4568,0.0109,0.4459,0.4678,1047.593183,99.9751,111,0.1,,DI_SPREAD,20240927
EDVP18,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,22/08/2027,"DI + 1,6%",--,--,0.9938,0.1385,0.8554,1.1324,1024.674502,101.2553,525.72,,,DI_SPREAD,20240927
EEEL18,CPFL TRANSMISSAO S.A (*) (**),25/05/2027,"DI + 1,34%",0.8151,0.6666,0.7536,0.0196,0.734,0.7732,1053.521091,101.2968,559.94,,,DI_SPREAD,20240927
EEEL19,CPFL TRANSMISSAO S.A (*) (**),12/12/2026,"DI + 1,2%",--,--,0.6182,0.0179,0.6003,0.6362,1046.001355,101.1105,482.95,,,DI_SPREAD,20240927
EEEL28,CPFL TRANSMISSAO S.A (*),25/05/2029,"DI + 1,47%",0.8012,0.5383,0.701,0.0486,0.6524,0.7498,1065.878745,102.4392,800.17,,,DI_SPREAD,20240927
EESG13,ENVIRONMENTAL ESG PARTICIPACOES S.A. (*) (**),25/06/2029,"DI + 2,75%",3.003,2.5828,2.7976,0.0497,2.7479,2.8474,1032.255727,99.8675,721.18,,,DI_SPREAD,20240927
EGIED1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2028,DI + 1%,0.763,0.3843,0.5588,0.1842,0.3746,0.7431,1055.57466,101.2628,723.15,,,DI_SPREAD,20240927
EKTR19,ELEKTRO REDES S.A. (*) (**),10/05/2026,"DI + 1,6%",0.6301,0.2495,0.5079,0.3538,0.1542,0.8618,1057.60191,101.0904,253.24,,,DI_SPREAD,20240927
EKTR29,ELEKTRO REDES S.A. (*) (**),10/05/2028,"DI + 1,79%",1.1526,0.4507,0.8181,0.0916,0.7265,0.9099,1072.331624,102.4231,630.17,,,DI_SPREAD,20240927
EKTRA0,ELEKTRO REDES S.A. (*) (**),15/10/2026,"DI + 1,29%",0.8501,0.7,0.7543,0.0414,0.7129,0.7958,1063.346715,100.9371,443.45,,,DI_SPREAD,20240927
EKTRA1,ELEKTRO REDES S.A. (*) (**),15/07/2027,"DI + 1,28%",0.7311,0.4169,0.6084,0.3218,0.2866,0.9302,1040.46943,101.5815,594.81,,,DI_SPREAD,20240927
EKTRA3,ELEKTRO REDES S.A. (*),15/04/2031,"DI + 0,98%",0.9656,0.7642,0.8747,0.0345,0.8402,0.9093,1047.315651,100.4348,1048.44,,,DI_SPREAD,20240927
EKTRB0,ELEKTRO REDES S.A. (*),15/10/2028,"DI + 1,44%",0.8,0.3803,0.5646,0.0366,0.5281,0.6013,1079.798883,102.4284,699.22,,,DI_SPREAD,20240927
ELET13,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2026,"DI + 1,8%",0.5805,0.2484,0.4159,0.0481,0.3678,0.4641,1075.828381,101.884,343.87,,,DI_SPREAD,20240927
ELET15,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2029,"DI + 0,85%",0.8106,0.4272,0.6319,0.0402,0.5918,0.6722,1057.25851,100.7374,855.82,,,DI_SPREAD,20240927
ELET24,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2028,"DI + 1,55%",0.7843,0.6272,0.7052,0.0231,0.6821,0.7284,1028.308625,102.4064,718.45,,,DI_SPREAD,20240927
ELET25,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2031,DI + 1%,0.9,0.5591,0.7523,0.0591,0.6931,0.8115,1061.524782,101.0765,1100.58,,,DI_SPREAD,20240927
ELET32,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*) (**),25/04/2026,"DI + 1,2%",0.6964,0.5424,0.5889,0.0279,0.561,0.617,1052.120743,100.8554,354.51,,,DI_SPREAD,20240927
ELFA12,ELFA MEDICAMENTOS SA (*),13/04/2028,"DI + 2,8%",33.6754,24.6662,29.2333,4.5866,24.6466,33.82,749.430393,70.6518,349.69,,,DI_SPREAD,20240927
ELPLA4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*) (**),15/05/2025,"DI + 0,8%",0.8402,0.5094,0.6963,0.0552,0.6411,0.7516,521.127963,100.0607,148.45,,,DI_SPREAD,20240927
ENAT21,ENAUTA PARTICIPACOES S.A. (*),15/12/2027,"DI + 4,25%",2.0017,1.7929,1.9,0,1.9,1.9,1095.630968,105.1271,554.98,,,DI_SPREAD,20240927
ENEV38,ENEVA S.A. (*),15/07/2029,"DI + 1,7%",0.8602,0.65,0.7474,0.0476,0.6998,0.7951,1057.390439,103.142,830.76,,,DI_SPREAD,20240927
ENEV48,ENEVA S.A. (*),15/07/2032,DI + 2%,0.9474,0.75,0.8638,0.0333,0.8306,0.8972,1078.46658,105.1315,1133.94,,,DI_SPREAD,20240927
ENEVC0,ENEVA S.A. (*),15/04/2029,DI + 1%,0.9196,0.65,0.765,0.039,0.726,0.804,1052.52129,100.7955,857.88,,,DI_SPREAD,20240927
ENEVD0,ENEVA S.A. (*),15/04/2031,"DI + 1,15%",0.9873,0.6958,0.8686,0.1605,0.7081,1.0292,1056.942353,101.1593,1044.27,,,DI_SPREAD,20240927
ENGIA3,ENERGISA S/A,25/08/2025,"DI + 2,3%",0.5274,0.244,0.3441,0.183,0.1611,0.5273,342.924389,101.6865,218.34,,,DI_SPREAD,20240927
ENGIA7,ENERGISA S/A,20/10/2027,"DI + 1,5%",0.5909,0.2966,0.4592,0.1035,0.3557,0.5629,1075.303809,102.2091,535.2,,,DI_SPREAD,20240927
ENGIA8,ENERGISA S/A,20/06/2026,"DI + 1,6%",--,0.2874,0.5806,0.0635,0.5171,0.6442,1191.155085,101.7437,432,,,DI_SPREAD,20240927
ENGIB5,ENERGISA S/A,15/10/2026,"DI + 1,64%",0.909,--,0.7251,0.4585,0.2666,1.1837,1072.015897,101.5971,441.98,,,DI_SPREAD,20240927
