Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B,sheet_name,data
ELPLA4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*) (**),15/05/2025,"DI + 0,8%",0.8336,0.5072,0.6916,0.0557,0.6359,0.7474,520.695397,100.0643,150.45,,,DI_SPREAD,20240925
ENAT21,ENAUTA PARTICIPACOES S.A. (*),15/12/2027,"DI + 4,25%",2.0452,1.7577,1.8995,0.0013,1.8982,1.9009,1094.682989,105.1553,557.82,,,DI_SPREAD,20240925
ENEV38,ENEVA S.A. (*),15/07/2029,"DI + 1,7%",0.8236,0.6,0.7672,0.384,0.3833,1.1513,1055.869538,103.0902,834.63,,,DI_SPREAD,20240925
ENEV48,ENEVA S.A. (*),15/07/2032,DI + 2%,0.9791,0.75,0.865,0.0527,0.8123,0.9177,1077.634318,105.1513,1139.36,,,DI_SPREAD,20240925
ENEVC0,ENEVA S.A. (*),15/04/2029,DI + 1%,0.9588,0.65,0.79,0.0512,0.7388,0.8413,1050.741626,100.7139,861.89,,,DI_SPREAD,20240925
ENEVD0,ENEVA S.A. (*),15/04/2031,"DI + 1,15%",1.0132,0.7,0.8667,0.1627,0.704,1.0295,1056.140548,101.173,1049.4,,,DI_SPREAD,20240925
ENGIA3,ENERGISA S/A,25/08/2025,"DI + 2,3%",0.532,0.2338,0.336,0.1844,0.1516,0.5205,342.663986,101.7092,220.35,,,DI_SPREAD,20240925
ENGIA7,ENERGISA S/A,20/10/2027,"DI + 1,5%",0.6079,0.3168,0.4879,0.2032,0.2846,0.6912,1073.780824,102.1584,537.93,,,DI_SPREAD,20240925
ENGIA8,ENERGISA S/A,20/06/2026,"DI + 1,6%",--,--,0.5706,0.0651,0.5055,0.6358,1190.347862,101.7693,434,,,DI_SPREAD,20240925
ENGIB5,ENERGISA S/A,15/10/2026,"DI + 1,64%",0.8682,0.6825,0.7027,0.4627,0.24,1.1655,1071.530589,101.6458,444.43,,,DI_SPREAD,20240925
ENGIB7,ENERGISA S/A,20/10/2029,"DI + 1,65%",0.6695,0.3192,0.6475,0.4808,0.1667,1.1283,1087.474403,103.3946,851.94,,,DI_SPREAD,20240925
ENGIB8,ENERGISA S/A,20/06/2028,"DI + 2,1%",0.7929,0.4632,0.5845,0.3194,0.2651,0.904,1079.687474,104.483,741.57,,,DI_SPREAD,20240925
ENGIC5,ENERGISA S/A,15/10/2028,"DI + 1,8%",0.8389,0.5043,0.6294,0.0728,0.5566,0.7023,1093.111109,103.6186,777.21,,,DI_SPREAD,20240925
ENGIC6,ENERGISA S/A,15/04/2027,"DI + 1,5%",0.6027,0.2027,0.4377,0.0664,0.3713,0.5042,1077.302621,102.2577,535.51,,,DI_SPREAD,20240925
ENGIC9,ENERGISA S/A,15/09/2028,"DI + 1,45%",0.6736,0.4037,0.5507,0.1645,0.3862,0.7153,1032.139534,102.8858,806.71,,,DI_SPREAD,20240925
ENMTA2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,25/08/2025,"DI + 2,3%",0.7807,0.1571,0.5477,0.4884,0.0593,1.0363,342.033049,101.522,220.34,,,DI_SPREAD,20240925
ENMTA8,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"DI + 0,75%",0.7975,0.5211,0.6293,0.045,0.5843,0.6744,1047.938913,100.4121,864.95,0.45,,DI_SPREAD,20240925
EQMA19,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*) (**),15/05/2028,"DI + 1,4%",0.9101,0.4684,0.6772,0.0997,0.5775,0.7771,1059.399372,101.5696,549.52,,,DI_SPREAD,20240925
EQMAA1,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/05/2030,"DI + 0,95%",1.0695,0.7,0.8707,0.0265,0.8442,0.8974,1040.995131,100.2722,872.09,0.35,,DI_SPREAD,20240925
EQPA17,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*),05/08/2030,"DI + 0,95%",0.9902,0.7047,0.8737,0.0396,0.8341,0.9134,1017.152358,100.278,925.55,,,DI_SPREAD,20240925
EQTL15,EQUATORIAL ENERGIA S.A (*) (**),15/12/2026,"DI + 1,55%",0.8882,0.4712,0.6717,0.1172,0.5545,0.789,1047.052891,101.3369,385.65,,,DI_SPREAD,20240925
EQTL25,EQUATORIAL ENERGIA S.A (*),15/12/2028,"DI + 1,7%",1.1096,0.84,0.9686,0.0514,0.9172,1.0201,1055.7447,102.135,738.93,,,DI_SPREAD,20240925
ERDVA1,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),22/08/2027,"DI + 1,6%",0.8815,0.65,0.7624,0.0437,0.7186,0.8062,1031.8806,102.0622,622,,,DI_SPREAD,20240925
ERDVA2,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),20/06/2026,"DI + 2,65%",1.1162,0.7096,0.9157,0.1855,0.7302,1.1014,1062.360864,102.6552,387.93,,,DI_SPREAD,20240925
ERDVA3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2028,"DI + 1,85%",1.0384,0.8,0.9219,0.1236,0.7982,1.0456,1082.18955,102.5603,697.66,,,DI_SPREAD,20240925
ERDVB3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2030,"DI + 2,35%",1.2332,0.95,1.101,0.1713,0.9298,1.2724,1104.573955,104.448,898.48,,,DI_SPREAD,20240925
ESCEA2,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*) (**),25/05/2027,"DI + 1,2%",0.65,0.3127,0.4774,0.0387,0.4387,0.5162,1049.439874,101.0438,365.79,,,DI_SPREAD,20240925
ESCEA3,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*),19/02/2028,"DI + 0,9%",0.9912,0.6885,0.8434,0.06,0.7834,0.9035,1013.065534,100.1385,621.72,,,DI_SPREAD,20240925
ESULA4,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,25/08/2025,"DI + 2,3%",0.5268,0.2436,0.368,0.1105,0.2574,0.4786,342.568453,101.6809,220.35,,,DI_SPREAD,20240925
ESULA8,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A. (*) (**),07/10/2024,"DI + 1,4%",0.9247,0.4064,0.6741,0.0556,0.6185,0.7297,1014.801868,100.1673,8,,,DI_SPREAD,20240925
EUFA15,EUROFARMA LABORATÓRIOS S/A (*) (**),15/11/2027,"DI + 1,25%",1.2295,0.7188,1.0162,0.1358,0.8804,1.1521,1048.623185,100.5919,643.59,,,DI_SPREAD,20240925
EUFA17,EUROFARMA LABORATÓRIOS S/A (*) (**),18/03/2031,"DI + 1,3%",1.3046,0.9396,1.1365,0.078,1.0585,1.2146,1008.777701,100.6505,1012.25,0.35,,DI_SPREAD,20240925
EUFA18,EUROFARMA LABORATORIOS S.A,11/09/2028,"DI + 0,93%",1.0043,0.6352,0.8276,0.0579,0.7697,0.8855,1007.608557,100.3256,807.07,,,DI_SPREAD,20240925
FLCLB1,ENERGISA M.GERAIS DITRIB.DE ENERGIA S/A (*) (**),10/06/2026,"DI + 0,83%",0.5593,0.1986,0.4128,0.395,0.0178,0.8079,1039.907424,100.6358,385.3,,,DI_SPREAD,20240925
FLRY15,FLEURY S/A (*) (**),16/12/2024,"DI + 0,9%",0.4993,0.215,0.3678,0.0554,0.3125,0.4233,1032.558703,100.1176,56,,,DI_SPREAD,20240925
FLRY17,FLEURY S/A,22/04/2027,"DI + 1,35%",0.913,0.5504,0.7337,0.162,0.5717,0.8957,1064.226729,101.3149,540.13,,,DI_SPREAD,20240925
FLRY19,FLEURY S/A (*),17/05/2029,"DI + 0,55%",0.6744,0.5,0.5895,0.015,0.5745,0.6046,1034.578815,99.8736,811.23,,,DI_SPREAD,20240925
FLRY25,FLEURY S/A (*),16/12/2027,"DI + 1,2%",0.6691,0.3923,0.5342,0.0217,0.5124,0.556,1045.286525,101.2658,480.87,,,DI_SPREAD,20240925
FLRY27,FLEURY S/A (*),22/04/2029,"DI + 1,55%",0.7,0.2844,0.511,0.2509,0.2601,0.7621,1088.514873,103.538,855.08,,,DI_SPREAD,20240925
FLRY29,FLEURY S/A (*),17/05/2031,"DI + 0,67%",--,--,0.7058,0.009,0.6967,0.7149,1034.731868,99.8482,1076.31,,,DI_SPREAD,20240925
GGBRA7,GERDAU S/A (*),29/05/2029,"DI + 0,6%",0.6995,0.4815,0.599,0.0018,0.5972,0.6009,1035.666716,100.0035,891.03,,,DI_SPREAD,20240925
GRRB14,AGUAS GUARIROBA S/A (*) (**),15/07/2026,"DI + 0,8%",0.9182,0.55,0.742,0.0242,0.7178,0.7663,10230.455742,100.0688,301.03,,,DI_SPREAD,20240925
GSHC15,GSH CORP PARTICIPACOES S.A. (*),22/04/2029,"DI + 1,7%",1.5393,1.1594,1.3748,0.1321,1.2427,1.5069,1060.851265,100.8889,697,,,DI_SPREAD,20240925
GSTS13,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*) (**),30/03/2026,"DI + 2,55%",2,1.6,1.8,0,1.8,1.8,713.886591,100.6609,226.39,,,DI_SPREAD,20240925
GUAR15,GUARARAPES CONFECCOES S/A (*) (**),10/05/2027,"DI + 2,45%",1.6425,1.3744,1.51,0.0199,1.4902,1.53,1062.445978,101.3223,141.78,,,DI_SPREAD,20240925
GUAR16,GUARARAPES CONFECCOES S/A (*),25/10/2027,"DI + 2,35%",1.75,1.4075,1.5839,0.0272,1.5568,1.6112,1067.25909,101.319,440.28,0.45,,DI_SPREAD,20240925
HAPV12,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*) (**),30/04/2027,"DI + 1,45%",0.9753,0.8013,0.8816,0.071,0.8107,0.9527,1058.566427,101.0103,451.2,,,DI_SPREAD,20240925
HAPV13,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),10/05/2029,"DI + 1,6%",1.238,1.05,1.1369,0.079,1.0579,1.216,1060.279379,101.4405,790.04,,,DI_SPREAD,20240925
HAPV15,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),27/01/2030,"DI + 1,75%",1.3993,1.1417,1.2944,0.1465,1.1479,1.441,1047.868631,101.7337,967.02,0.35,,DI_SPREAD,20240925
HAPV17,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),10/05/2031,"DI + 1,6%",1.4707,1.1949,1.3459,0.1082,1.2378,1.4542,1055.478195,100.9811,983.84,0.35,,DI_SPREAD,20240925
HAPV22,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),30/04/2029,"DI + 1,65%",1.2336,1.0243,1.1081,0.0479,1.0602,1.1561,1066.371425,101.6723,783.22,0.45,,DI_SPREAD,20240925
HBSA12,HIDROVIAS DO BRASIL S.A. (*),20/07/2027,"DI + 2,15%",1.75,1.35,1.5529,0.0102,1.5427,1.5631,1034.71513,101.1738,502.01,,,DI_SPREAD,20240925
HBSA22,HIDROVIAS DO BRASIL S.A. (*),20/07/2029,"DI + 2,4%",1.951,1.5669,1.77,0.2385,1.5315,2.0086,1042.078956,101.8474,748.83,,,DI_SPREAD,20240925
HGLB12,HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A (*) (**),15/02/2027,"DI + 3,3%",3.1,2.6,2.8691,0.055,2.8141,2.9242,964.139653,100.757,454.96,0.35,,DI_SPREAD,20240925
HSPA12,HOSPITAL ANCHIETA S.A. (*),15/09/2027,"DI + 2,1%",17.8262,14.3303,16.0844,0.5805,15.5039,16.6651,765.388567,76.282,522.48,,,DI_SPREAD,20240925
HSPE14,HOSPITAL ESPERANÇA S/A (*) (**),27/12/2027,"DI + 1,5%",1.5827,1.0936,1.3495,0.0267,1.3228,1.3763,1.032889,100.3422,580.96,,,DI_SPREAD,20240925
HYPEA4,HYPERA S/A (*),14/12/2027,"DI + 1,35%",0.6901,0.2588,0.4798,0.1095,0.3703,0.5894,1053.608775,101.9833,574.74,,,DI_SPREAD,20240925
HYPEA5,HYPERA S/A (*),25/04/2028,"DI + 2,2%",0.9108,0.7125,0.809,0.0415,0.7675,0.8506,1088.739155,103.4226,620.71,,,DI_SPREAD,20240925
HYPEA7,HYPERA S/A (*),15/12/2028,"DI + 1,3%",0.7399,0.3719,0.6013,0.3087,0.2926,0.9101,1053.786925,102.0605,743.86,,,DI_SPREAD,20240925
HYPEA8,HYPERA S/A (*),03/05/2029,"DI + 0,85%",0.8819,0.6283,0.7534,0.0491,0.7044,0.8026,1041.418104,100.3046,799.87,,,DI_SPREAD,20240925
HZTC24,ORIZON MEIO AMBIENTE S.A. (*) (**),15/11/2031,"DI + 3,8%",2.7993,2.4,2.5994,0.0013,2.5981,2.6008,1036.297568,104.096,876.02,,,DI_SPREAD,20240925
IGSN14,IGUA SANEAMENTO S.A (*) (**),15/05/2026,"DI + 3,5%",1.7436,1.2,1.4977,0.004,1.4936,1.5018,410.053684,101.5974,204.98,,,DI_SPREAD,20240925
IGTAA0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2025,"DI + 2,15%",0.3443,0.1855,0.26,0.0497,0.2103,0.3098,1080.58172,101.7253,230.97,,,DI_SPREAD,20240925
IGTAA1,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*) (**),27/09/2024,"DI + 1,48%",0.4,0.1568,0.3059,0.0563,0.2496,0.3623,1039.681414,100.8704,2,,,DI_SPREAD,20240925
IGTAB0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2027,"DI + 2,45%",0.5699,0.3158,0.4361,0.0615,0.3745,0.4977,1107.951529,104.149,517.94,,,DI_SPREAD,20240925
IGTAB1,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*),24/06/2028,"DI + 1,63%",0.6336,0.403,0.5218,0.0359,0.4859,0.5578,1061.341135,102.9314,665.57,,,DI_SPREAD,20240925
INEL12,INSPIRALI EDUCACAO S/A (*),15/05/2029,"DI + 1,65%",1.75,1.3527,1.5756,0.0351,1.5405,1.6107,1042.331486,100.2076,713.81,,,DI_SPREAD,20240925
IOCHA2,IOCHPE-MAXION S/A (*),15/09/2028,DI + 2%,1.5751,1.1581,1.3662,0.1455,1.2207,1.5118,1073.993654,101.7152,688.71,0.35,,DI_SPREAD,20240925
IOCHA3,IOCHPE-MAXION S/A (*) (**),02/04/2030,"DI + 1,6%",1.7431,1.3093,1.535,0.0467,1.4883,1.5818,1059.654925,100.2109,829.99,,,DI_SPREAD,20240925
ITSA13,ITAUSA S/A (*) (**),15/12/2030,"DI + 2,4%",1.8727,1.127,1.4765,0.0598,1.4167,1.5364,1070.951161,103.4033,934.83,0.45,,DI_SPREAD,20240925
ITSA16,ITAUSA S/A (*) (**),13/12/2031,"DI + 1,37%",1.0638,0.4861,0.7348,0.2836,0.4512,1.0185,1124.439877,102.6443,1050.47,0.35,,DI_SPREAD,20240925
ITSA17,ITAUSA S/A,25/07/2034,"DI + 0,88%",--,--,0.8684,0.019,0.8494,0.8875,1016.194566,100.0643,1408.9,,,DI_SPREAD,20240925
ITSA24,ITAUSA S/A (*),15/06/2031,DI + 2%,1.2191,0.9999,1.0838,0.0537,1.0302,1.1376,1072.240405,103.6436,1004.19,,,DI_SPREAD,20240925
JHSFA1,JHSF PARTICIPAÇÕES S/A,21/01/2027,"DI + 2,75%",2.7747,2.1448,2.3427,0.2093,2.1334,2.5521,1028.590572,100.4651,294.64,0.4,,DI_SPREAD,20240925
JHSFA3,JHSF PARTICIPAÇÕES S/A (*),20/12/2027,"DI + 2,2%",3.3708,2.2092,2.7402,0.0358,2.7044,2.776,991.284792,98.9835,488,,,DI_SPREAD,20240925
JSLGA5,JSL S/A (*),20/10/2028,"DI + 2,7%",2.6087,2.3849,2.5,0,2.5,2.5,1061.463253,100.4698,606.22,,,DI_SPREAD,20240925
JSMLA5,SIMPAR S.A. (*),15/01/2031,"DI + 3,5%",4.0248,2.9548,3.3704,0.0654,3.305,3.4358,1032.663925,100.4601,923.87,,,DI_SPREAD,20240925
JSMLB3,SIMPAR S.A. (*),20/05/2026,"DI + 2,2%",1.7,1.1918,1.4031,0.0413,1.3618,1.4445,1053.062385,100.8112,260.36,,,DI_SPREAD,20240925
KLAS12,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S/A (*) (**),16/08/2026,"DI + 2,8%",3.7419,2.5233,3.1791,0.1967,2.9824,3.3759,808.20863,99.6118,266.11,,,DI_SPREAD,20240925
KRSA11,KORA SAUDE PARTICIPACOES S.A. (*),03/05/2027,"DI + 1,95%",17.3996,14.46,15.8093,0.6017,15.2076,16.411,839.550227,80.0255,431.88,,,DI_SPREAD,20240925
LCAMA9,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),15/01/2026,"DI + 2,4%",1.9648,1.6713,1.8088,0.0174,1.7913,1.8263,1030.166019,100.4383,190.53,0.45,,DI_SPREAD,20240925
LCAMB2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),20/05/2028,DI + 2%,1.7915,1.4451,1.6228,0.0303,1.5925,1.6532,1053.660342,100.9398,636.79,,,DI_SPREAD,20240925
LCAMB4,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),10/05/2027,"DI + 1,85%",1.6596,1.3286,1.5036,0.0413,1.4623,1.5449,1053.989219,100.7433,548.05,,,DI_SPREAD,20240925
LCAMC2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),20/05/2031,"DI + 2,4%",2.0796,1.75,1.9217,0.0364,1.8853,1.9582,1064.331132,101.8181,972.24,,,DI_SPREAD,20240925
LCAMC3,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),15/04/2027,"DI + 1,85%",1.673,1.4309,1.5277,0.0188,1.509,1.5466,1062.252877,100.6709,531.87,,,DI_SPREAD,20240925
LCAMD2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),10/11/2026,"DI + 1,75%",1.5901,1.4,1.4903,0.016,1.4742,1.5064,1050.70745,100.4676,460.16,,,DI_SPREAD,20240925
LMTI15,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A.,28/05/2025,"DI + 2,6%",1.6023,1.2303,1.4236,0.0352,1.3884,1.4589,525.275967,100.7275,158.42,,,DI_SPREAD,20240925
LMTP16,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2025,"DI + 1,49%",1.6305,1.2493,1.4484,0.0309,1.4175,1.4794,1000.396275,100.0396,243.53,,,DI_SPREAD,20240925
LMTP17,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),25/05/2026,"DI + 2,4%",1.7151,1.3682,1.5241,0.0081,1.5159,1.5323,1056.015321,101.2687,370.02,0.5,,DI_SPREAD,20240925
LMTP18,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),10/12/2026,"DI + 1,93%",1.6788,1.3218,1.5049,0.046,1.4589,1.551,1045.04587,100.7984,479.66,,,DI_SPREAD,20240925
LMTP26,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2027,"DI + 1,7%",1.8106,1.3776,1.6243,0.1231,1.5012,1.7475,1001.902461,100.1902,643.29,0.35,,DI_SPREAD,20240925
LOGGB1,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S/A (*),11/07/2027,"DI + 1,65%",1.4002,1.1054,1.3153,0.0892,1.2261,1.4046,1031.761711,100.6545,498.65,,,DI_SPREAD,20240925
LORTA8,LOCALIZA RENT A CAR (*),05/10/2026,"DI + 1,75%",1.5672,1.2136,1.3926,0.0169,1.3757,1.4096,1064.149089,100.6114,436.7,,,DI_SPREAD,20240925
LORTA9,LOCALIZA RENT A CAR (*) (**),25/02/2027,"DI + 1,6%",1.5921,1.2662,1.4477,0.0574,1.3903,1.5051,1013.310716,100.3169,531.49,,,DI_SPREAD,20240925
LORTB1,LOCALIZA RENT A CAR (*),15/07/2027,"DI + 1,6%",1.6095,1.3,1.4513,0.0592,1.3921,1.5105,1027.556047,100.3461,594.63,,,DI_SPREAD,20240925
LORTB2,LOCALIZA RENT A CAR (*),05/12/2028,"DI + 1,87%",1.7992,1.5158,1.6533,0.0353,1.618,1.6886,1045.105799,100.6814,804.1,0.35,,DI_SPREAD,20240925
LORTB9,LOCALIZA RENT A CAR (*),25/02/2029,DI + 2%,1.8456,1.5013,1.6854,0.1072,1.5781,1.7927,1021.104928,101.0538,855.91,,,DI_SPREAD,20240925
LORTE4,LOCALIZA RENT A CAR (*) (**),10/05/2025,"DI + 1,5%",1.3199,0.9398,1.1204,0.2017,0.9187,1.3223,1047.114012,100.2189,147.06,,,DI_SPREAD,20240925
LORTF4,LOCALIZA RENT A CAR (*) (**),10/11/2025,"DI + 1,6%",1.7541,1.5155,1.6209,0.0249,1.596,1.6459,1045.000174,99.9787,261.27,,,DI_SPREAD,20240925
LRENB1,LOJAS RENNER S/A (*) (**),18/02/2025,"DI + 1,6%",0.8987,0.5719,0.6977,0.0702,0.6274,0.768,508.002034,100.3546,100,,,DI_SPREAD,20240925
LVTC12,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*) (**),15/06/2027,"DI + 2,3%",8.918,4.4845,6.7851,0.225,6.5601,7.0102,971.420692,93.8195,371.67,,,DI_SPREAD,20240925
MANT12,MANAUS TRANSMISSORA DE ENERGIA S/A (*) (**),15/04/2031,"DI + 2,75%",1.6,1.3,1.4495,0.0012,1.4483,1.4508,8779.925183,103.5937,704.32,,,DI_SPREAD,20240925
MATD11,HOSPITAL MATER DEI S.A. (*),03/11/2028,"DI + 1,6%",1.3214,0.9814,1.1838,0.1766,1.0072,1.3605,1059.838034,101.1639,711.17,,,DI_SPREAD,20240925
MATD12,HOSPITAL MATER DEI S.A. (*),15/05/2031,"DI + 0,95%",1.2715,0.9,1.0721,0.0459,1.0261,1.1181,1029.753356,99.4885,1068.36,,,DI_SPREAD,20240925
MEAL14,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A. (*),11/10/2028,"DI + 4,2%",--,--,4.2313,0.3155,3.9158,4.5469,1066.786919,99.9406,498.09,,,DI_SPREAD,20240925
MGLUA0,MAGAZINE LUIZA S/A (*),15/10/2026,"DI + 1,25%",4.158,3.2405,3.7977,0.1581,3.6396,3.9559,1017.262894,96.6674,342.56,0.45,,DI_SPREAD,20240925
MILS26,MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*),18/03/2027,"DI + 2,95%",1.9308,1.3592,1.6075,0.2701,1.3374,1.8777,783.629739,101.6097,307.4,,,DI_SPREAD,20240925
MNLT11,MNLT S.A.,15/10/2026,"DI + 1,75%",1.1912,0.7514,0.9624,0.0276,0.9348,0.9901,1069.220686,101.3767,443.74,,,DI_SPREAD,20240925
MNRVA1,MINERVA S/A (*) (**),15/10/2026,"DI + 1,6%",1.511,1.1878,1.3363,0.1667,1.1696,1.5031,1058.827702,100.4589,444.06,0.35,,DI_SPREAD,20240925
MOVI17,MOVIDA PARTICIPACOES S/A (*),15/09/2026,"DI + 2,7%",2.7157,2.4,2.5403,0.0238,2.5165,2.5642,1005.643132,100.2105,340.58,0.45,,DI_SPREAD,20240925
MOVI19,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2027,"DI + 2,95%",--,--,2.6539,0.0715,2.5824,2.7255,1009.768004,100.6148,536.4,0.35,,DI_SPREAD,20240925
MOVI27,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2029,"DI + 2,9%",3.25,2.7483,2.9825,0.0264,2.9561,3.009,1001.104873,99.7529,777.77,,,DI_SPREAD,20240925
MOVI34,MOVIDA PARTICIPACOES S/A (*) (**),27/07/2027,"DI + 2,05%",2.6287,1.8543,2.3221,0.2376,2.0844,2.5598,1015.758374,99.5736,404.12,,,DI_SPREAD,20240925
MOVIA2,MOVIDA PARTICIPACOES S/A (*),15/10/2026,"DI + 2,1%",2.6154,1.7671,2.1938,0.0868,2.107,2.2808,1055.039761,99.8755,341.83,,,DI_SPREAD,20240925
MOVIA3,MOVIDA PARTICIPACOES S/A (*),05/03/2027,"DI + 2,5%",3.0143,2.6684,2.8495,0.0013,2.8482,2.8509,999.705372,99.2827,532.8,,,DI_SPREAD,20240925
MRFGA0,MARFRIG GLOBAL FOODS S.A. (*) (**),15/01/2026,"DI + 1,73%",1.234,0.8211,1.0168,0.0408,0.976,1.0577,1029.756966,100.5345,191.17,,,DI_SPREAD,20240925
MRFGA1,MARFRIG GLOBAL FOODS S.A. (*) (**),11/11/2027,"DI + 1,55%",1.3282,1.0467,1.1904,0.051,1.1393,1.2415,1052.675496,100.7778,550.73,0.5,,DI_SPREAD,20240925
MRSL1A,MRS LOGÍSTICA S/A (*) (**),15/08/2026,"DI + 1,3%",0.8753,0.572,0.7253,0.0156,0.7097,0.741,10228.903481,100.9771,430.82,,,DI_SPREAD,20240925
MRVEA8,MRV ENGENHARIA E PARTICIPAÇÃO S/A (*) (**),24/08/2025,"DI + 2,4%",1.9732,1.5811,1.7782,0.0489,1.7293,1.8272,1016.19702,100.5337,220.25,,,DI_SPREAD,20240925
MRVEB2,MRV ENGENHARIA E PARTICIPAÇÃO S/A (*) (**),05/07/2025,"DI + 1,7%",1.9862,1.5575,1.7598,0.0233,1.7365,1.7832,5133.010759,99.9567,185.78,,,DI_SPREAD,20240925
MTRO12,COMPANHIA DO METROPOLITANO DE SAO PAULO,25/04/2027,"DI + 4,5%",0.9583,0.7,0.8037,0.0521,0.7516,0.8559,770.056048,104.3302,299.04,,,DI_SPREAD,20240925
MULPA0,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2028,"DI + 1,3%",0.6738,0.4508,0.5561,0.0583,0.4977,0.6145,1071.742684,101.8215,618.4,,,DI_SPREAD,20240925
MULPB1,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),10/01/2028,"DI + 1,2%",0.5573,0.4355,0.4918,0.0339,0.4579,0.5257,1041.591751,101.6654,593.34,,,DI_SPREAD,20240925
MVLV19,MOVIDA LOCACAO DE VEICULOS S.A. (*),05/04/2027,"DI + 2,95%",2.9919,2.7,2.8526,0.0293,2.8233,2.882,1065.35544,100.16,425.76,,,DI_SPREAD,20240925
MVLVA1,MOVIDA LOCACAO DE VEICULOS S.A. (*),22/12/2027,"DI + 2,9%",2.9761,2.7,2.8318,0.0075,2.8242,2.8394,1035.81679,100.1249,474.42,,,DI_SPREAD,20240925
NATUA3,NATURA COSMÉTICOS S/A (*),15/06/2029,"DI + 1,2%",1.0236,0.7,0.8567,0.0621,0.7945,0.9189,1038.3683,101.2171,898.12,,,DI_SPREAD,20240925
NIGP12,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),24/03/2032,"DI + 1,9%",1.1312,0.6216,0.8719,0.1303,0.7416,1.0023,1046.832867,104.6334,1131.88,,,DI_SPREAD,20240925
NTSD16,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2029,"DI + 1,2%",0.7513,0.4286,0.6061,0.171,0.4351,0.7772,1033.463202,102.0325,862.82,0.35,,DI_SPREAD,20240925
NTSD25,NOVA TRANSPORTE DO SUDESTE S.A. - NTS  (*),13/09/2029,"DI + 1,6%",0.8216,0.3293,0.6167,0.2595,0.3573,0.8763,1041.021188,103.7196,949.35,,,DI_SPREAD,20240925
